id_cuadra,direccion,fecha,tiempo,ocupacion,lugares_cuadra,ocupacion_max,dispon_parq,altas_bajas(dia)
72,Maipu 453,09-12-19,13:50:33,4,33,10,green,62
75,Maipu 333,09-12-19,13:50:11,9,31,17,green,114
76,Maipu 741,09-12-19,13:50:12,3,24,13,green,88
81,General Paz 547,09-12-19,13:50:18,2,17,8,green,70
83,General Paz 739,09-12-19,13:50:31,2,18,8,green,36
89,Av. España 737,09-12-19,13:49:59,4,19,12,green,63
97,Av. España 774,09-12-19,13:50:07,2,,7,green,35
98,Av. España 864,09-12-19,13:50:20,0,,4,green,32
2,General Pinto 545,09-12-19,13:54:42,13,27,14,green,125
4,Rodriguez 552,09-12-19,13:54:15,19,28,19,green,138
11,San Martín 658,09-12-19,13:54:20,17,30,22,green,153
12,Belgrano 480,09-12-19,13:50:23,9,25,15,green,111
19,Sarmiento 543,09-12-19,13:54:21,7,22,16,green,101
22,Belgrano 768,09-12-19,13:54:25,12,35,15,green,103
25,Belgrano 958,09-12-19,13:50:11,0,13,6,green,30
26,9 de Julio 345,09-12-19,13:51:10,9,20,11,green,92
27,General Pinto 843,09-12-19,13:50:46,10,22,13,green,104
30,San Martín 944,09-12-19,13:50:27,10,24,16,green,81
33,Sarmiento 755,09-12-19,13:55:16,12,32,14,green,79
34,Sarmiento 849,09-12-19,13:52:01,8,24,11,green,97
39,Chacabuco 442,09-12-19,13:51:56,2,25,21,green,125
41,Mitre 446,09-12-19,13:52:52,1,16,6,green,36
43,Mitre 648,09-12-19,13:53:34,8,22,18,green,125
45,Alem 480,09-12-19,13:55:11,10,29,15,green,140
46,Alem 556,09-12-19,13:54:58,6,24,13,green,112
47,Alem 658,09-12-19,13:50:23,2,18,9,green,48
48,Alem 770,09-12-19,13:52:41,4,17,11,green,81
50,Oficina SUMO,09-12-19,13:50:34,2,14,3,green,22
51,Chacabuco 562,09-12-19,13:52:18,7,21,11,green,92
52,Chacabuco 646,09-12-19,13:50:29,4,21,15,green,73
61,Chacabuco 357,09-12-19,13:52:58,11,22,15,green,87
62,9 de Julio 753,09-12-19,13:54:19,6,21,11,green,98
65,Rodriguez 746,09-12-19,13:55:30,5,23,12,green,102
66,Rodriguez 846,09-12-19,13:53:43,4,16,9,green,62
71,14 de Julio 847,09-12-19,13:53:34,3,22,6,green,13
75,Maipu 333,09-12-19,13:53:29,10,31,17,green,115
82,General Paz 647,09-12-19,13:50:58,4,34,12,green,87
84,General Paz 845,09-12-19,13:51:00,3,18,7,green,54
98,Av. España 864,09-12-19,13:50:20,1,,4,green,32
3,San Martín 452,09-12-19,14:00:34,8,19,10,green,64
5,9 de Julio 441,09-12-19,14:00:27,10,26,14,green,99
6,General Pinto 759,09-12-19,14:00:26,11,30,17,green,129
7,San Martín 758,09-12-19,13:58:45,4,28,10,green,97
8,Sarmiento 641,09-12-19,13:51:19,9,22,12,green,80
9,San Martín 560,09-12-19,14:00:17,7,22,12,green,52
11,San Martín 658,09-12-19,14:00:25,18,30,22,green,156
13,General Pinto 343,09-12-19,14:00:36,8,33,20,green,103
14,Rodriguez 464,09-12-19,14:00:24,6,30,12,green,111
16,San Martín 852,09-12-19,14:00:35,10,32,12,green,94
17,Belgrano 660,09-12-19,14:00:09,17,23,17,green,125
19,Sarmiento 543,09-12-19,14:00:06,8,22,16,green,104
21,Belgrano 540,09-12-19,14:00:09,10,29,19,green,156
22,Belgrano 768,09-12-19,14:00:38,13,35,15,green,104
26,9 de Julio 345,09-12-19,14:00:25,10,20,11,green,93
27,General Pinto 843,09-12-19,14:00:30,8,22,13,green,106
28,General Pinto 945,09-12-19,14:00:39,3,12,8,green,42
29,San Martín 364,09-12-19,14:00:07,2,19,8,green,54
30,San Martín 944,09-12-19,14:00:28,9,24,16,green,81
32,Sarmiento 453,09-12-19,14:00:26,1,27,13,green,85
33,Sarmiento 755,09-12-19,14:00:24,9,32,14,green,81
34,Sarmiento 849,09-12-19,14:00:07,9,24,11,green,101
35,Sarmiento 945,09-12-19,14:00:11,1,18,10,green,84
36,Mitre 758,09-12-19,14:00:39,2,15,10,green,63
43,Mitre 648,09-12-19,14:00:23,6,22,18,green,128
45,Alem 480,09-12-19,14:00:16,8,29,15,green,143
46,Alem 556,09-12-19,14:00:24,9,24,13,green,115
52,Chacabuco 646,09-12-19,14:00:31,5,21,15,green,74
53,Chacabuco 752,09-12-19,14:00:09,5,21,12,green,61
58,Yrigoyen 847,09-12-19,14:00:28,12,24,15,green,110
59,Yrigoyen 655,09-12-19,14:00:13,4,48,20,green,119
61,Chacabuco 357,09-12-19,14:00:27,10,22,15,green,88
63,9 de Julio 843,09-12-19,14:00:31,2,14,6,green,35
65,Rodriguez 746,09-12-19,14:00:26,3,23,12,green,102
66,Rodriguez 846,09-12-19,14:00:21,3,16,9,green,63
74,Maipu 653,09-12-19,14:00:18,2,20,13,green,92
82,General Paz 647,09-12-19,14:00:10,3,34,12,green,88
83,General Paz 739,09-12-19,14:00:32,1,18,8,green,38
89,Av. España 737,09-12-19,14:00:13,2,19,12,green,65
90,Av. España 843,09-12-19,14:00:21,1,15,5,green,32
2,General Pinto 545,09-12-19,14:05:31,12,27,14,green,129
4,Rodriguez 552,09-12-19,14:04:22,18,28,19,green,143
7,San Martín 758,09-12-19,14:02:26,5,28,10,green,98
9,San Martín 560,09-12-19,14:00:17,6,22,12,green,52
13,General Pinto 343,09-12-19,14:04:21,7,33,20,green,104
16,San Martín 852,09-12-19,14:03:05,11,32,12,green,95
17,Belgrano 660,09-12-19,14:02:23,16,23,17,green,126
19,Sarmiento 543,09-12-19,14:03:15,6,22,16,green,106
21,Belgrano 540,09-12-19,14:03:28,11,29,19,green,157
22,Belgrano 768,09-12-19,14:00:49,12,35,15,green,105
23,Belgrano 364,09-12-19,14:03:18,0,17,5,green,47
27,General Pinto 843,09-12-19,14:04:43,9,22,13,green,109
33,Sarmiento 755,09-12-19,14:04:51,10,32,14,green,82
34,Sarmiento 849,09-12-19,14:04:37,8,24,11,green,103
39,Chacabuco 442,09-12-19,14:00:39,1,25,21,green,126
43,Mitre 648,09-12-19,14:00:23,5,22,18,green,128
44,Alem 362,09-12-19,14:04:40,8,26,15,green,89
45,Alem 480,09-12-19,14:05:33,5,29,15,green,149
46,Alem 556,09-12-19,14:01:48,10,24,13,green,116
49,Alem 852,09-12-19,14:03:57,3,12,7,green,39
51,Chacabuco 562,09-12-19,14:04:24,6,21,11,green,93
52,Chacabuco 646,09-12-19,14:03:23,7,21,15,green,76
56,Yrigoyen 557,09-12-19,14:02:35,7,26,11,green,85
57,Yrigoyen 753,09-12-19,14:04:53,3,24,17,green,107
58,Yrigoyen 847,09-12-19,14:02:26,11,24,15,green,111
62,9 de Julio 753,09-12-19,14:02:38,7,21,11,green,104
64,Rodriguez 348,09-12-19,14:01:14,6,17,11,green,96
65,Rodriguez 746,09-12-19,14:01:19,4,23,12,green,103
66,Rodriguez 846,09-12-19,14:04:10,1,16,9,green,66
68,14 de Julio 557,09-12-19,14:01:10,4,14,8,green,36
72,Maipu 453,09-12-19,14:00:30,3,33,10,green,63
74,Maipu 653,09-12-19,14:05:01,3,20,13,green,93
77,Maipu 857,09-12-19,14:01:06,4,15,5,green,21
81,General Paz 547,09-12-19,14:00:50,1,17,8,green,72
95,Av. España 526,09-12-19,14:04:27,4,,5,green,32
2,General Pinto 545,09-12-19,14:10:18,11,27,14,green,132
3,San Martín 452,09-12-19,14:08:29,9,19,10,green,66
4,Rodriguez 552,09-12-19,14:10:10,19,28,19,green,147
5,9 de Julio 441,09-12-19,14:10:10,8,26,14,green,106
6,General Pinto 759,09-12-19,14:10:11,9,30,17,green,137
7,San Martín 758,09-12-19,14:10:27,6,28,10,green,99
8,Sarmiento 641,09-12-19,14:10:28,10,22,12,green,83
11,San Martín 658,09-12-19,14:10:31,19,30,22,green,161
14,Rodriguez 464,09-12-19,14:10:29,8,30,12,green,116
17,Belgrano 660,09-12-19,14:10:40,15,23,17,green,128
19,Sarmiento 543,09-12-19,14:10:22,7,22,16,green,107
20,General Pinto 490,09-12-19,14:10:24,10,24,20,green,88
21,Belgrano 540,09-12-19,14:10:31,12,29,19,green,160
23,Belgrano 364,09-12-19,14:10:10,1,17,5,green,48
29,San Martín 364,09-12-19,14:10:27,1,19,8,green,56
30,San Martín 944,09-12-19,14:10:28,8,24,16,green,82
33,Sarmiento 755,09-12-19,14:10:22,12,32,14,green,83
34,Sarmiento 849,09-12-19,14:10:33,7,24,11,green,103
35,Sarmiento 945,09-12-19,14:06:09,3,18,10,green,86
40,Mitre 348,09-12-19,14:07:29,4,22,8,green,41
43,Mitre 648,09-12-19,14:10:28,3,22,18,green,130
45,Alem 480,09-12-19,14:10:40,7,29,15,green,152
46,Alem 556,09-12-19,14:10:09,11,24,13,green,118
47,Alem 658,09-12-19,14:10:29,3,18,9,green,50
49,Alem 852,09-12-19,14:10:30,2,12,7,green,39
58,Yrigoyen 847,09-12-19,14:10:28,10,24,15,green,113
60,Fuerte Independencia 349,09-12-19,14:10:33,5,44,15,green,107
61,Chacabuco 357,09-12-19,14:10:31,9,22,15,green,89
65,Rodriguez 746,09-12-19,14:10:24,3,23,12,green,103
66,Rodriguez 846,09-12-19,14:10:24,2,16,9,green,67
67,14 de Julio 347,09-12-19,14:10:35,2,20,10,green,66
69,14 de Julio 657,09-12-19,14:10:12,1,10,6,green,37
71,14 de Julio 847,09-12-19,14:09:33,4,22,6,green,14
73,Maipu 547,09-12-19,14:10:26,1,21,9,green,46
82,General Paz 647,09-12-19,14:10:12,5,34,12,green,90
83,General Paz 739,09-12-19,14:10:29,0,18,8,green,40
2,General Pinto 545,09-12-19,14:15:35,12,27,14,green,137
4,Rodriguez 552,09-12-19,14:15:23,17,28,19,green,150
6,General Pinto 759,09-12-19,14:15:25,11,30,17,green,140
11,San Martín 658,09-12-19,14:12:38,18,30,22,green,163
12,Belgrano 480,09-12-19,14:12:54,8,25,15,green,115
13,General Pinto 343,09-12-19,14:13:15,8,33,20,green,105
14,Rodriguez 464,09-12-19,14:13:40,10,30,12,green,117
16,San Martín 852,09-12-19,14:10:29,10,32,12,green,95
19,Sarmiento 543,09-12-19,14:13:16,8,22,16,green,108
20,General Pinto 490,09-12-19,14:13:25,8,24,20,green,91
21,Belgrano 540,09-12-19,14:13:37,10,29,19,green,162
26,9 de Julio 345,09-12-19,14:14:47,12,20,12,green,99
27,General Pinto 843,09-12-19,14:15:18,10,22,13,green,117
29,San Martín 364,09-12-19,14:14:19,2,19,8,green,57
34,Sarmiento 849,09-12-19,14:15:24,6,24,11,green,111
37,Mitre 846,09-12-19,14:10:14,0,20,7,green,63
39,Chacabuco 442,09-12-19,14:15:03,2,25,21,green,128
45,Alem 480,09-12-19,14:14:50,8,29,15,green,156
48,Alem 770,09-12-19,14:13:48,6,17,11,green,87
50,Oficina SUMO,09-12-19,14:10:38,1,14,3,green,22
51,Chacabuco 562,09-12-19,14:10:29,5,21,11,green,94
56,Yrigoyen 557,09-12-19,14:11:58,8,26,11,green,87
57,Yrigoyen 753,09-12-19,14:10:42,4,24,17,green,108
59,Yrigoyen 655,09-12-19,14:14:51,5,48,20,green,121
64,Rodriguez 348,09-12-19,14:10:28,7,17,11,green,96
74,Maipu 653,09-12-19,14:14:58,4,20,13,green,96
76,Maipu 741,09-12-19,14:13:25,4,24,13,green,93
82,General Paz 647,09-12-19,14:15:37,4,34,12,green,94
84,General Paz 845,09-12-19,14:12:47,4,18,7,green,55
3,San Martín 452,09-12-19,14:20:20,10,19,10,green,68
4,Rodriguez 552,09-12-19,14:20:32,16,28,19,green,154
6,General Pinto 759,09-12-19,14:20:11,13,30,17,green,143
7,San Martín 758,09-12-19,14:20:29,8,28,10,green,102
8,Sarmiento 641,09-12-19,14:15:12,11,22,12,green,84
11,San Martín 658,09-12-19,14:20:21,17,30,22,green,164
15,General Pinto 631,09-12-19,14:20:32,6,25,15,green,82
16,San Martín 852,09-12-19,14:20:29,9,32,12,green,96
17,Belgrano 660,09-12-19,14:20:27,14,23,17,green,132
21,Belgrano 540,09-12-19,14:20:12,9,29,19,green,164
22,Belgrano 768,09-12-19,14:20:17,10,35,15,green,117
26,9 de Julio 345,09-12-19,14:20:24,11,20,12,green,101
28,General Pinto 945,09-12-19,14:20:27,2,12,8,green,43
30,San Martín 944,09-12-19,14:20:38,9,24,16,green,85
31,Sarmiento 351,09-12-19,14:20:07,2,18,10,green,64
33,Sarmiento 755,09-12-19,14:20:23,11,32,14,green,85
34,Sarmiento 849,09-12-19,14:20:26,5,24,11,green,112
35,Sarmiento 945,09-12-19,14:18:56,2,18,10,green,87
36,Mitre 758,09-12-19,14:20:40,3,15,10,green,64
38,Mitre 948,09-12-19,14:20:24,5,20,11,green,66
43,Mitre 648,09-12-19,14:20:12,4,22,18,green,131
44,Alem 362,09-12-19,14:20:25,9,26,15,green,90
45,Alem 480,09-12-19,14:20:22,10,29,15,green,159
47,Alem 658,09-12-19,14:20:22,4,18,9,green,51
51,Chacabuco 562,09-12-19,14:20:25,4,21,11,green,95
53,Chacabuco 752,09-12-19,14:20:10,6,21,12,green,62
56,Yrigoyen 557,09-12-19,14:20:32,9,26,11,green,90
57,Yrigoyen 753,09-12-19,14:20:22,5,24,17,green,109
58,Yrigoyen 847,09-12-19,14:20:24,9,24,15,green,114
59,Yrigoyen 655,09-12-19,14:20:29,4,48,20,green,122
60,Fuerte Independencia 349,09-12-19,14:20:36,4,44,15,green,108
64,Rodriguez 348,09-12-19,14:20:11,9,17,11,green,98
65,Rodriguez 746,09-12-19,14:20:26,4,23,12,green,104
74,Maipu 653,09-12-19,14:20:37,2,20,13,green,98
76,Maipu 741,09-12-19,14:20:34,3,24,13,green,94
82,General Paz 647,09-12-19,14:20:12,8,34,12,green,96
84,General Paz 845,09-12-19,14:20:07,5,18,7,green,56
2,General Pinto 545,09-12-19,14:22:13,11,27,14,green,139
3,San Martín 452,09-12-19,14:20:20,11,19,11,green,68
4,Rodriguez 552,09-12-19,14:24:53,15,28,19,green,159
5,9 de Julio 441,09-12-19,14:21:03,7,26,14,green,110
6,General Pinto 759,09-12-19,14:25:35,10,30,17,green,147
8,Sarmiento 641,09-12-19,14:15:12,10,22,12,green,84
11,San Martín 658,09-12-19,14:25:33,14,30,22,green,167
12,Belgrano 480,09-12-19,14:20:51,7,25,15,green,116
14,Rodriguez 464,09-12-19,14:22:59,8,30,12,green,119
15,General Pinto 631,09-12-19,14:25:32,7,25,15,green,85
17,Belgrano 660,09-12-19,14:22:22,15,23,17,green,133
20,General Pinto 490,09-12-19,14:22:31,7,24,20,green,93
33,Sarmiento 755,09-12-19,14:25:25,10,32,14,green,87
36,Mitre 758,09-12-19,14:22:17,2,15,10,green,65
38,Mitre 948,09-12-19,14:20:24,4,20,11,green,66
43,Mitre 648,09-12-19,14:22:27,5,22,18,green,132
44,Alem 362,09-12-19,14:21:42,8,26,15,green,91
45,Alem 480,09-12-19,14:24:19,8,29,15,green,164
46,Alem 556,09-12-19,14:24:37,12,24,13,green,124
48,Alem 770,09-12-19,14:20:19,7,17,11,green,89
53,Chacabuco 752,09-12-19,14:24:30,7,21,12,green,63
56,Yrigoyen 557,09-12-19,14:25:18,10,26,11,green,91
57,Yrigoyen 753,09-12-19,14:20:54,6,24,17,green,110
58,Yrigoyen 847,09-12-19,14:25:10,6,24,15,green,118
59,Yrigoyen 655,09-12-19,14:20:52,5,48,20,green,123
60,Fuerte Independencia 349,09-12-19,14:24:52,2,44,15,green,109
65,Rodriguez 746,09-12-19,14:23:53,6,23,12,green,106
75,Maipu 333,09-12-19,14:20:52,11,31,17,green,116
76,Maipu 741,09-12-19,14:24:39,4,24,13,green,95
83,General Paz 739,09-12-19,14:25:28,1,18,8,green,45
84,General Paz 845,09-12-19,14:23:24,4,18,7,green,57
87,Av. España 545,09-12-19,14:23:03,1,10,3,green,15
89,Av. España 737,09-12-19,14:21:52,3,19,12,green,66
95,Av. España 526,09-12-19,14:24:35,3,,5,green,33
97,Av. España 774,09-12-19,14:21:38,3,,7,green,36
2,General Pinto 545,09-12-19,14:30:25,12,27,14,green,142
4,Rodriguez 552,09-12-19,14:30:37,16,28,19,green,163
5,9 de Julio 441,09-12-19,14:30:21,6,26,14,green,114
6,General Pinto 759,09-12-19,14:30:15,12,30,17,green,151
7,San Martín 758,09-12-19,14:30:09,7,28,10,green,103
9,San Martín 560,09-12-19,14:30:36,5,22,12,green,54
12,Belgrano 480,09-12-19,14:30:20,6,25,15,green,118
13,General Pinto 343,09-12-19,14:30:29,7,33,20,green,107
14,Rodriguez 464,09-12-19,14:30:02,7,30,12,green,122
15,General Pinto 631,09-12-19,14:30:13,4,25,15,green,87
17,Belgrano 660,09-12-19,14:30:35,13,23,17,green,135
21,Belgrano 540,09-12-19,14:30:09,8,29,19,green,165
22,Belgrano 768,09-12-19,14:30:09,12,35,15,green,123
27,General Pinto 843,09-12-19,14:30:33,9,22,13,green,118
31,Sarmiento 351,09-12-19,14:30:25,4,18,10,green,66
33,Sarmiento 755,09-12-19,14:30:23,12,32,14,green,90
36,Mitre 758,09-12-19,14:30:11,3,15,10,green,66
42,Mitre 552,09-12-19,14:30:35,2,19,10,green,65
44,Alem 362,09-12-19,14:30:26,7,26,15,green,92
45,Alem 480,09-12-19,14:30:23,6,29,15,green,165
46,Alem 556,09-12-19,14:30:07,10,24,13,green,126
47,Alem 658,09-12-19,14:30:06,5,18,9,green,52
48,Alem 770,09-12-19,14:30:05,5,17,11,green,91
49,Alem 852,09-12-19,14:30:42,3,12,7,green,40
51,Chacabuco 562,09-12-19,14:30:24,5,21,11,green,98
52,Chacabuco 646,09-12-19,14:30:35,8,21,15,green,80
53,Chacabuco 752,09-12-19,14:30:07,8,21,12,green,64
57,Yrigoyen 753,09-12-19,14:30:24,9,24,17,green,113
59,Yrigoyen 655,09-12-19,14:30:14,6,48,20,green,124
61,Chacabuco 357,09-12-19,14:30:23,11,22,15,green,91
64,Rodriguez 348,09-12-19,14:30:29,8,17,11,green,101
66,Rodriguez 846,09-12-19,14:30:21,1,16,9,green,70
68,14 de Julio 557,09-12-19,14:30:27,5,14,8,green,39
70,14 de Julio 767,09-12-19,14:30:32,1,21,5,green,22
75,Maipu 333,09-12-19,14:30:13,10,31,17,green,118
76,Maipu 741,09-12-19,14:30:28,3,24,13,green,96
98,Av. España 864,09-12-19,14:30:26,0,,4,green,33
2,General Pinto 545,09-12-19,14:31:21,14,27,14,green,144
4,Rodriguez 552,09-12-19,14:34:38,14,28,19,green,168
7,San Martín 758,09-12-19,14:34:35,5,28,10,green,105
8,Sarmiento 641,09-12-19,14:34:42,6,22,12,green,88
12,Belgrano 480,09-12-19,14:32:04,4,25,15,green,119
13,General Pinto 343,09-12-19,14:33:22,6,33,20,green,108
14,Rodriguez 464,09-12-19,14:33:53,5,30,12,green,125
17,Belgrano 660,09-12-19,14:30:35,14,23,17,green,135
19,Sarmiento 543,09-12-19,14:35:32,7,22,16,green,114
21,Belgrano 540,09-12-19,14:35:21,10,29,19,green,168
22,Belgrano 768,09-12-19,14:33:52,11,35,15,green,126
26,9 de Julio 345,09-12-19,14:32:21,12,20,12,green,104
27,General Pinto 843,09-12-19,14:35:41,5,22,13,green,122
30,San Martín 944,09-12-19,14:30:28,6,24,16,green,86
32,Sarmiento 453,09-12-19,14:35:41,2,27,13,green,87
34,Sarmiento 849,09-12-19,14:34:20,6,24,11,green,113
35,Sarmiento 945,09-12-19,14:33:41,3,18,10,green,88
36,Mitre 758,09-12-19,14:34:41,2,15,10,green,67
43,Mitre 648,09-12-19,14:34:03,8,22,18,green,137
45,Alem 480,09-12-19,14:32:43,8,29,15,green,167
47,Alem 658,09-12-19,14:32:59,3,18,9,green,56
52,Chacabuco 646,09-12-19,14:34:29,10,21,15,green,81
53,Chacabuco 752,09-12-19,14:33:52,7,21,12,green,65
56,Yrigoyen 557,09-12-19,14:34:00,11,26,11,green,93
60,Fuerte Independencia 349,09-12-19,14:32:29,3,44,15,green,110
61,Chacabuco 357,09-12-19,14:32:31,12,22,15,green,92
65,Rodriguez 746,09-12-19,14:32:27,7,23,12,green,107
66,Rodriguez 846,09-12-19,14:35:37,3,16,9,green,73
67,14 de Julio 347,09-12-19,14:30:28,1,20,10,green,67
75,Maipu 333,09-12-19,14:30:13,9,31,17,green,118
77,Maipu 857,09-12-19,14:31:33,2,15,5,green,23
80,General Paz 447,09-12-19,14:30:56,6,36,15,green,116
81,General Paz 547,09-12-19,14:31:10,2,17,8,green,74
89,Av. España 737,09-12-19,14:30:49,4,19,12,green,67
2,General Pinto 545,09-12-19,14:40:41,13,27,14,green,149
3,San Martín 452,09-12-19,14:40:34,10,19,11,green,71
4,Rodriguez 552,09-12-19,14:40:37,15,28,19,green,175
5,9 de Julio 441,09-12-19,14:38:25,4,26,14,green,119
8,Sarmiento 641,09-12-19,14:37:33,5,22,12,green,89
9,San Martín 560,09-12-19,14:40:23,6,22,12,green,58
14,Rodriguez 464,09-12-19,14:40:24,7,30,12,green,127
19,Sarmiento 543,09-12-19,14:40:21,6,22,16,green,116
20,General Pinto 490,09-12-19,14:40:23,6,24,20,green,94
26,9 de Julio 345,09-12-19,14:40:22,10,20,12,green,106
27,General Pinto 843,09-12-19,14:40:14,3,22,13,green,125
28,General Pinto 945,09-12-19,14:40:27,1,12,8,green,44
30,San Martín 944,09-12-19,14:40:16,5,24,16,green,87
31,Sarmiento 351,09-12-19,14:37:20,5,18,10,green,68
32,Sarmiento 453,09-12-19,14:40:27,3,27,13,green,88
34,Sarmiento 849,09-12-19,14:40:26,7,24,11,green,115
43,Mitre 648,09-12-19,14:40:28,10,22,18,green,139
45,Alem 480,09-12-19,14:40:21,7,29,15,green,169
46,Alem 556,09-12-19,14:40:42,12,24,13,green,131
55,14 de Julio 467,09-12-19,14:38:12,2,13,6,green,47
56,Yrigoyen 557,09-12-19,14:40:12,10,26,11,green,93
58,Yrigoyen 847,09-12-19,14:40:18,5,24,15,green,121
62,9 de Julio 753,09-12-19,14:40:29,9,21,11,green,113
64,Rodriguez 348,09-12-19,14:40:31,7,17,11,green,102
65,Rodriguez 746,09-12-19,14:40:09,6,23,12,green,110
66,Rodriguez 846,09-12-19,14:40:31,4,16,9,green,74
68,14 de Julio 557,09-12-19,14:40:27,3,14,8,green,41
71,14 de Julio 847,09-12-19,14:40:30,3,22,6,green,15
82,General Paz 647,09-12-19,14:40:11,9,34,12,green,97
5,9 de Julio 441,09-12-19,14:45:18,6,26,14,green,124
6,General Pinto 759,09-12-19,14:45:05,13,30,17,green,161
8,Sarmiento 641,09-12-19,14:42:34,6,22,12,green,91
13,General Pinto 343,09-12-19,14:40:44,7,33,20,green,109
15,General Pinto 631,09-12-19,14:43:09,5,25,15,green,91
22,Belgrano 768,09-12-19,14:40:34,10,35,15,green,129
26,9 de Julio 345,09-12-19,14:41:29,11,20,12,green,107
27,General Pinto 843,09-12-19,14:42:43,4,22,13,green,126
35,Sarmiento 945,09-12-19,14:40:57,4,18,10,green,89
36,Mitre 758,09-12-19,14:44:02,4,15,10,green,69
39,Chacabuco 442,09-12-19,14:40:39,3,25,21,green,129
42,Mitre 552,09-12-19,14:44:20,4,19,10,green,69
43,Mitre 648,09-12-19,14:45:17,14,22,18,green,144
45,Alem 480,09-12-19,14:44:40,4,29,15,green,172
46,Alem 556,09-12-19,14:40:42,14,24,14,green,131
50,Oficina SUMO,09-12-19,14:43:20,0,14,3,green,23
51,Chacabuco 562,09-12-19,14:44:39,3,21,11,green,100
53,Chacabuco 752,09-12-19,14:41:29,6,21,12,green,66
56,Yrigoyen 557,09-12-19,14:41:18,11,26,11,green,94
59,Yrigoyen 655,09-12-19,14:43:51,8,48,20,green,128
65,Rodriguez 746,09-12-19,14:40:49,5,23,12,green,111
66,Rodriguez 846,09-12-19,14:44:17,7,16,9,green,79
75,Maipu 333,09-12-19,14:44:08,8,31,17,green,121
80,General Paz 447,09-12-19,14:42:38,5,36,15,green,117
82,General Paz 647,09-12-19,14:43:45,7,34,12,green,99
87,Av. España 545,09-12-19,14:43:02,2,10,3,green,16
91,Av. España 957,09-12-19,14:40:23,2,13,9,green,42
2,General Pinto 545,09-12-19,14:50:25,12,27,14,green,156
3,San Martín 452,09-12-19,14:50:31,11,19,11,green,72
4,Rodriguez 552,09-12-19,14:49:07,14,28,19,green,177
6,General Pinto 759,09-12-19,14:50:36,11,30,17,green,163
9,San Martín 560,09-12-19,14:50:30,7,22,12,green,60
11,San Martín 658,09-12-19,14:49:42,15,30,22,green,177
14,Rodriguez 464,09-12-19,14:50:18,8,30,12,green,128
15,General Pinto 631,09-12-19,14:50:15,6,25,15,green,92
17,Belgrano 660,09-12-19,14:50:28,13,23,17,green,138
19,Sarmiento 543,09-12-19,14:50:06,5,22,16,green,121
21,Belgrano 540,09-12-19,14:50:10,8,29,19,green,172
26,9 de Julio 345,09-12-19,14:50:26,12,20,12,green,108
27,General Pinto 843,09-12-19,14:50:32,1,22,13,green,128
32,Sarmiento 453,09-12-19,14:50:27,2,27,13,green,89
33,Sarmiento 755,09-12-19,14:50:27,10,32,14,green,97
34,Sarmiento 849,09-12-19,14:50:11,5,24,11,green,119
36,Mitre 758,09-12-19,14:50:31,5,15,10,green,70
37,Mitre 846,09-12-19,14:50:13,1,20,7,green,66
42,Mitre 552,09-12-19,14:50:28,5,19,10,green,71
43,Mitre 648,09-12-19,14:50:28,13,22,18,green,145
45,Alem 480,09-12-19,14:50:21,3,29,15,green,174
46,Alem 556,09-12-19,14:50:25,13,24,14,green,131
52,Chacabuco 646,09-12-19,14:50:31,9,21,15,green,82
53,Chacabuco 752,09-12-19,14:50:07,5,21,12,green,67
56,Yrigoyen 557,09-12-19,14:50:11,10,26,11,green,96
58,Yrigoyen 847,09-12-19,14:46:02,6,24,15,green,122
59,Yrigoyen 655,09-12-19,14:50:30,7,48,20,green,129
61,Chacabuco 357,09-12-19,14:50:23,11,22,15,green,93
62,9 de Julio 753,09-12-19,14:50:31,10,21,11,green,117
63,9 de Julio 843,09-12-19,14:50:31,3,14,6,green,35
65,Rodriguez 746,09-12-19,14:50:11,8,23,12,green,117
66,Rodriguez 846,09-12-19,14:50:22,8,16,9,green,80
74,Maipu 653,09-12-19,14:50:07,1,20,13,green,99
2,General Pinto 545,09-12-19,14:54:51,13,27,14,green,157
3,San Martín 452,09-12-19,14:54:56,12,19,12,green,73
7,San Martín 758,09-12-19,14:55:00,4,28,10,green,108
9,San Martín 560,09-12-19,14:50:30,8,22,12,green,60
11,San Martín 658,09-12-19,14:54:57,14,30,22,green,183
13,General Pinto 343,09-12-19,14:52:52,8,33,20,green,110
14,Rodriguez 464,09-12-19,14:53:35,9,30,12,green,130
15,General Pinto 631,09-12-19,14:53:07,5,25,15,green,93
16,San Martín 852,09-12-19,14:51:13,8,32,12,green,102
17,Belgrano 660,09-12-19,14:53:27,14,23,17,green,140
20,General Pinto 490,09-12-19,14:52:34,5,24,20,green,95
22,Belgrano 768,09-12-19,14:54:44,9,35,15,green,130
26,9 de Julio 345,09-12-19,14:53:15,10,20,12,green,110
27,General Pinto 843,09-12-19,14:54:27,0,22,13,green,129
32,Sarmiento 453,09-12-19,14:53:10,1,27,13,green,92
33,Sarmiento 755,09-12-19,14:50:27,11,32,14,green,97
38,Mitre 948,09-12-19,14:50:21,3,20,11,green,66
43,Mitre 648,09-12-19,14:52:50,15,22,18,green,147
44,Alem 362,09-12-19,14:55:27,6,26,15,green,99
45,Alem 480,09-12-19,14:54:51,2,29,15,green,177
47,Alem 658,09-12-19,14:52:02,4,18,9,green,61
48,Alem 770,09-12-19,14:50:19,4,17,11,green,96
51,Chacabuco 562,09-12-19,14:53:31,4,21,11,green,103
52,Chacabuco 646,09-12-19,14:51:01,10,21,15,green,83
