id_cuadra,direccion,fecha,tiempo,ocupacion,lugares_cuadra,ocupacion_max,dispon_parq,altas_bajas(dia)
42,Mitre 552,08-11-19,14:32:05,5,19,10,green,73
45,Alem 480,08-11-19,14:30:56,5,29,13,green,179
46,Alem 556,08-11-19,14:31:57,10,24,13,green,104
48,Alem 770,08-11-19,14:30:23,5,17,9,green,72
49,Alem 852,08-11-19,14:34:46,4,12,5,green,48
51,Chacabuco 562,08-11-19,14:32:38,5,21,14,green,82
53,Chacabuco 752,08-11-19,14:33:45,7,21,8,green,61
57,Yrigoyen 753,08-11-19,14:31:44,2,24,12,green,91
60,Fuerte Independencia 349,08-11-19,14:33:17,2,44,12,green,84
61,Chacabuco 357,08-11-19,14:31:58,7,22,14,green,94
64,Rodriguez 348,08-11-19,14:30:40,3,17,7,green,59
65,Rodriguez 746,08-11-19,14:33:42,9,23,10,green,95
66,Rodriguez 846,08-11-19,14:34:13,4,16,10,green,75
72,Maipu 453,08-11-19,14:32:05,4,33,11,green,69
75,Maipu 333,08-11-19,14:31:08,6,31,10,green,92
80,General Paz 447,08-11-19,14:33:44,7,36,15,green,106
2,General Pinto 545,08-11-19,14:39:06,15,27,15,green,158
3,San Martín 452,08-11-19,14:38:17,4,19,10,green,48
4,Rodriguez 552,08-11-19,14:38:26,7,28,12,green,106
5,9 de Julio 441,08-11-19,14:38:19,14,26,20,green,160
6,General Pinto 759,08-11-19,14:36:51,11,30,14,green,145
7,San Martín 758,08-11-19,14:30:44,6,28,8,green,65
8,Sarmiento 641,08-11-19,14:36:10,5,22,8,green,59
10,Rodriguez 654,08-11-19,14:40:08,7,24,10,green,64
11,San Martín 658,08-11-19,14:40:05,9,30,14,green,154
12,Belgrano 480,08-11-19,14:30:37,3,25,13,green,94
14,Rodriguez 464,08-11-19,14:40:07,4,30,5,green,55
16,San Martín 852,08-11-19,14:30:54,1,32,10,green,87
21,Belgrano 540,08-11-19,14:40:05,15,29,20,green,167
24,Belgrano 868,08-11-19,14:37:14,4,18,9,green,69
28,General Pinto 945,08-11-19,14:40:10,3,12,10,green,74
31,Sarmiento 351,08-11-19,14:40:06,1,18,8,green,52
33,Sarmiento 755,08-11-19,14:37:17,9,32,13,green,115
34,Sarmiento 849,08-11-19,14:38:15,6,24,13,green,89
39,Chacabuco 442,08-11-19,14:36:34,9,25,15,green,121
43,Mitre 648,08-11-19,14:38:35,7,20,10,green,88
44,Alem 362,08-11-19,14:39:04,5,26,15,green,110
45,Alem 480,08-11-19,14:40:07,6,29,13,green,180
46,Alem 556,08-11-19,14:39:04,9,24,13,green,105
48,Alem 770,08-11-19,14:37:11,4,17,9,green,73
51,Chacabuco 562,08-11-19,14:36:24,4,21,14,green,83
56,Yrigoyen 557,08-11-19,14:39:11,9,26,13,green,87
58,Yrigoyen 847,08-11-19,14:38:12,1,24,15,green,99
62,9 de Julio 753,08-11-19,14:39:49,8,21,14,green,94
65,Rodriguez 746,08-11-19,14:39:15,10,23,10,green,98
80,General Paz 447,08-11-19,14:39:01,6,36,15,green,107
82,General Paz 647,08-11-19,14:36:11,4,34,10,green,77
83,General Paz 739,08-11-19,14:30:59,1,18,7,green,42
97,Av. España 774,08-11-19,14:30:26,4,,7,green,41
3,San Martín 452,08-11-19,14:43:05,6,19,10,green,50
5,9 de Julio 441,08-11-19,14:42:21,15,26,20,green,164
7,San Martín 758,08-11-19,14:44:57,8,28,8,green,69
9,San Martín 560,08-11-19,14:40:20,10,22,11,green,35
10,Rodriguez 654,08-11-19,14:40:17,8,24,10,green,65
11,San Martín 658,08-11-19,14:43:05,12,30,14,green,159
12,Belgrano 480,08-11-19,14:41:44,2,25,13,green,95
15,General Pinto 631,08-11-19,14:45:06,7,25,13,green,67
17,Belgrano 660,08-11-19,14:42:14,7,23,17,green,124
19,Sarmiento 543,08-11-19,14:41:45,11,22,15,green,111
20,General Pinto 490,08-11-19,14:41:56,6,24,13,green,85
21,Belgrano 540,08-11-19,14:41:01,13,29,20,green,168
22,Belgrano 768,08-11-19,14:43:58,8,35,18,green,130
31,Sarmiento 351,08-11-19,14:43:08,2,18,8,green,55
33,Sarmiento 755,08-11-19,14:42:57,10,32,13,green,116
39,Chacabuco 442,08-11-19,14:42:57,7,25,15,green,123
42,Mitre 552,08-11-19,14:44:13,6,19,10,green,75
43,Mitre 648,08-11-19,14:44:48,8,20,10,green,89
44,Alem 362,08-11-19,14:41:14,6,26,15,green,111
46,Alem 556,08-11-19,14:43:58,7,24,13,green,107
48,Alem 770,08-11-19,14:40:26,5,17,9,green,74
51,Chacabuco 562,08-11-19,14:42:20,5,21,14,green,85
52,Chacabuco 646,08-11-19,14:43:02,4,21,10,green,72
59,Yrigoyen 655,08-11-19,09:35:38,4,48,4,red,4
63,9 de Julio 843,08-11-19,14:40:25,2,14,9,green,74
64,Rodriguez 348,08-11-19,14:43:40,4,17,7,green,60
74,Maipu 653,08-11-19,14:44:37,6,20,10,green,94
75,Maipu 333,08-11-19,14:40:28,5,31,10,green,92
80,General Paz 447,08-11-19,14:43:21,5,36,15,green,108
81,General Paz 547,08-11-19,14:42:16,1,17,8,green,53
82,General Paz 647,08-11-19,14:43:39,5,34,10,green,78
89,Av. España 737,08-11-19,14:40:40,2,19,7,green,68
3,San Martín 452,08-11-19,14:49:22,5,19,10,green,51
5,9 de Julio 441,08-11-19,14:48:30,16,26,20,green,166
6,General Pinto 759,08-11-19,14:48:33,10,30,14,green,151
7,San Martín 758,08-11-19,14:47:55,11,28,11,green,71
9,San Martín 560,08-11-19,14:50:04,11,22,11,green,36
10,Rodriguez 654,08-11-19,14:48:25,7,24,10,green,66
15,General Pinto 631,08-11-19,14:49:26,6,25,13,green,71
19,Sarmiento 543,08-11-19,14:46:36,12,22,15,green,112
24,Belgrano 868,08-11-19,14:47:27,6,18,9,green,72
27,General Pinto 843,08-11-19,14:49:25,11,22,13,green,135
32,Sarmiento 453,08-11-19,14:45:15,5,27,14,green,92
35,Sarmiento 945,08-11-19,14:46:46,2,18,11,green,68
37,Mitre 846,08-11-19,14:41:59,1,20,7,green,59
39,Chacabuco 442,08-11-19,14:45:22,6,25,15,green,124
43,Mitre 648,08-11-19,14:46:51,9,20,10,green,90
48,Alem 770,08-11-19,14:50:07,4,17,9,green,75
58,Yrigoyen 847,08-11-19,14:48:34,2,24,15,green,100
61,Chacabuco 357,08-11-19,14:50:01,6,22,14,green,95
62,9 de Julio 753,08-11-19,14:47:28,9,21,14,green,96
64,Rodriguez 348,08-11-19,14:47:26,3,17,7,green,61
73,Maipu 547,08-11-19,14:47:19,1,21,13,green,67
75,Maipu 333,08-11-19,14:46:22,6,31,10,green,93
76,Maipu 741,08-11-19,14:49:56,3,24,17,green,97
80,General Paz 447,08-11-19,14:50:09,3,36,15,green,110
82,General Paz 647,08-11-19,14:49:45,3,34,10,green,80
84,General Paz 845,08-11-19,14:46:39,1,18,10,green,62
89,Av. España 737,08-11-19,14:48:37,4,19,7,green,70
90,Av. España 843,08-11-19,14:40:20,2,15,4,green,31
3,San Martín 452,08-11-19,14:54:08,6,19,10,green,53
6,General Pinto 759,08-11-19,14:53:50,7,30,14,green,154
7,San Martín 758,08-11-19,14:52:28,8,28,11,green,73
8,Sarmiento 641,08-11-19,14:50:58,6,22,8,green,61
9,San Martín 560,08-11-19,14:50:04,10,22,11,green,36
12,Belgrano 480,08-11-19,14:54:29,0,25,13,green,97
14,Rodriguez 464,08-11-19,14:50:33,3,30,5,green,56
15,General Pinto 631,08-11-19,14:51:55,7,25,13,green,72
17,Belgrano 660,08-11-19,14:51:41,8,23,17,green,127
20,General Pinto 490,08-11-19,14:53:11,7,24,13,green,86
22,Belgrano 768,08-11-19,14:54:53,3,35,18,green,138
27,General Pinto 843,08-11-19,14:53:21,10,22,13,green,137
29,San Martín 364,08-11-19,14:54:01,5,19,10,green,70
32,Sarmiento 453,08-11-19,14:54:07,6,27,14,green,95
38,Mitre 948,08-11-19,14:51:06,4,20,7,green,56
41,Mitre 446,08-11-19,14:54:21,2,16,8,green,34
44,Alem 362,08-11-19,14:55:02,5,26,15,green,114
47,Alem 658,08-11-19,14:52:49,4,18,11,green,83
49,Alem 852,08-11-19,14:54:47,5,12,5,green,49
51,Chacabuco 562,08-11-19,14:50:19,6,21,14,green,85
53,Chacabuco 752,08-11-19,14:50:23,6,21,8,green,61
61,Chacabuco 357,08-11-19,14:52:13,4,22,14,green,97
64,Rodriguez 348,08-11-19,14:54:41,1,17,7,green,63
66,Rodriguez 846,08-11-19,14:52:48,2,16,10,green,76
70,14 de Julio 767,08-11-19,14:50:43,2,21,7,green,36
76,Maipu 741,08-11-19,14:54:14,2,24,17,green,98
82,General Paz 647,08-11-19,14:53:43,1,34,10,green,82
83,General Paz 739,08-11-19,14:50:26,2,18,7,green,43
84,General Paz 845,08-11-19,14:55:01,0,18,10,green,63
97,Av. España 774,08-11-19,14:53:25,3,,7,green,42
4,Rodriguez 552,08-11-19,14:59:42,8,28,12,green,116
5,9 de Julio 441,08-11-19,14:56:07,15,26,20,green,171
6,General Pinto 759,08-11-19,14:58:06,8,30,14,green,155
9,San Martín 560,08-11-19,14:56:41,9,22,11,green,37
10,Rodriguez 654,08-11-19,14:48:25,6,24,10,green,66
11,San Martín 658,08-11-19,14:57:41,11,30,14,green,163
15,General Pinto 631,08-11-19,14:58:49,5,25,13,green,74
19,Sarmiento 543,08-11-19,14:50:54,11,22,15,green,112
27,General Pinto 843,08-11-19,14:59:32,9,22,13,green,141
28,General Pinto 945,08-11-19,14:57:04,2,12,10,green,77
29,San Martín 364,08-11-19,15:00:04,2,19,10,green,74
33,Sarmiento 755,08-11-19,14:59:37,7,32,13,green,121
34,Sarmiento 849,08-11-19,14:56:30,4,24,13,green,92
37,Mitre 846,08-11-19,15:00:04,0,20,7,green,60
42,Mitre 552,08-11-19,14:55:20,5,19,10,green,77
43,Mitre 648,08-11-19,14:55:08,7,20,10,green,93
45,Alem 480,08-11-19,15:00:07,7,29,13,green,182
46,Alem 556,08-11-19,14:58:22,8,24,13,green,108
49,Alem 852,08-11-19,14:59:31,6,12,6,green,50
51,Chacabuco 562,08-11-19,14:56:06,5,21,14,green,86
52,Chacabuco 646,08-11-19,14:58:44,5,21,10,green,75
53,Chacabuco 752,08-11-19,14:58:00,9,21,9,green,64
56,Yrigoyen 557,08-11-19,14:59:32,10,26,13,green,90
57,Yrigoyen 753,08-11-19,15:00:10,3,24,12,green,93
60,Fuerte Independencia 349,08-11-19,14:59:07,1,44,12,green,86
65,Rodriguez 746,08-11-19,14:57:00,8,23,10,green,104
69,14 de Julio 657,08-11-19,14:51:07,3,10,6,green,25
74,Maipu 653,08-11-19,14:56:52,5,20,10,green,99
83,General Paz 739,08-11-19,14:56:19,3,18,7,green,44
86,Av. España 481,08-11-19,14:56:45,1,10,4,green,35
95,Av. España 526,08-11-19,14:57:25,1,,3,green,34
2,General Pinto 545,08-11-19,15:04:25,14,27,15,green,167
3,San Martín 452,08-11-19,15:01:17,7,19,10,green,54
4,Rodriguez 552,08-11-19,15:00:40,7,28,12,green,117
5,9 de Julio 441,08-11-19,15:02:31,14,26,20,green,172
7,San Martín 758,08-11-19,15:00:13,7,28,11,green,75
11,San Martín 658,08-11-19,15:04:17,9,30,14,green,165
17,Belgrano 660,08-11-19,15:03:36,9,23,17,green,128
19,Sarmiento 543,08-11-19,15:03:43,9,22,15,green,114
21,Belgrano 540,08-11-19,15:04:20,11,29,20,green,172
22,Belgrano 768,08-11-19,15:04:05,2,35,18,green,142
24,Belgrano 868,08-11-19,15:01:49,5,18,9,green,73
31,Sarmiento 351,08-11-19,15:02:30,1,18,8,green,56
32,Sarmiento 453,08-11-19,15:01:10,4,27,14,green,98
33,Sarmiento 755,08-11-19,15:03:43,8,32,13,green,122
34,Sarmiento 849,08-11-19,15:00:30,3,24,13,green,92
39,Chacabuco 442,08-11-19,15:03:55,5,25,15,green,125
47,Alem 658,08-11-19,15:02:46,5,18,11,green,86
55,14 de Julio 467,08-11-19,15:04:47,6,13,7,green,38
56,Yrigoyen 557,08-11-19,15:04:55,8,26,13,green,92
57,Yrigoyen 753,08-11-19,15:01:22,2,24,12,green,94
63,9 de Julio 843,08-11-19,15:00:53,3,14,9,green,76
69,14 de Julio 657,08-11-19,15:00:46,2,10,6,green,25
74,Maipu 653,08-11-19,15:03:58,4,20,10,green,100
80,General Paz 447,08-11-19,15:04:39,5,36,15,green,112
86,Av. España 481,08-11-19,15:03:34,2,10,4,green,36
91,Av. España 957,08-11-19,15:02:22,1,13,4,green,41
2,General Pinto 545,08-11-19,15:06:42,15,27,15,green,168
4,Rodriguez 552,08-11-19,15:08:10,6,28,12,green,118
5,9 de Julio 441,08-11-19,15:08:22,13,26,20,green,173
7,San Martín 758,08-11-19,15:06:02,5,28,11,green,76
8,Sarmiento 641,08-11-19,15:07:00,7,22,8,green,62
11,San Martín 658,08-11-19,15:10:10,8,30,14,green,166
14,Rodriguez 464,08-11-19,15:08:30,2,30,5,green,57
15,General Pinto 631,08-11-19,15:09:11,4,25,13,green,75
16,San Martín 852,08-11-19,15:05:59,2,32,10,green,89
17,Belgrano 660,08-11-19,15:08:47,7,23,17,green,130
19,Sarmiento 543,08-11-19,15:03:43,8,22,15,green,114
29,San Martín 364,08-11-19,15:08:19,1,19,10,green,75
32,Sarmiento 453,08-11-19,15:07:42,3,27,14,green,99
33,Sarmiento 755,08-11-19,15:08:00,11,32,13,green,125
34,Sarmiento 849,08-11-19,15:10:07,4,24,13,green,94
39,Chacabuco 442,08-11-19,15:06:49,4,25,15,green,126
43,Mitre 648,08-11-19,15:08:21,8,20,10,green,94
44,Alem 362,08-11-19,15:08:04,4,26,15,green,116
45,Alem 480,08-11-19,15:10:08,5,29,13,green,183
47,Alem 658,08-11-19,15:08:56,6,18,11,green,87
48,Alem 770,08-11-19,15:06:59,5,17,9,green,76
51,Chacabuco 562,08-11-19,15:06:24,6,21,14,green,87
52,Chacabuco 646,08-11-19,15:09:26,7,21,10,green,79
53,Chacabuco 752,08-11-19,15:06:51,8,21,9,green,65
54,Chacabuco 852,08-11-19,15:05:34,3,23,10,green,60
65,Rodriguez 746,08-11-19,15:07:51,7,23,10,green,110
70,14 de Julio 767,08-11-19,15:09:18,1,21,7,green,37
72,Maipu 453,08-11-19,15:08:44,3,33,11,green,71
74,Maipu 653,08-11-19,15:10:11,3,20,10,green,102
75,Maipu 333,08-11-19,15:06:31,7,31,10,green,94
84,General Paz 845,08-11-19,15:08:17,1,18,10,green,64
86,Av. España 481,08-11-19,15:06:45,1,10,4,green,37
88,Av. España 647,08-11-19,15:08:55,2,11,3,green,36
3,San Martín 452,08-11-19,15:14:14,4,19,10,green,58
4,Rodriguez 552,08-11-19,15:12:50,7,28,12,green,119
5,9 de Julio 441,08-11-19,15:12:09,12,26,20,green,174
6,General Pinto 759,08-11-19,15:15:06,5,30,14,green,159
7,San Martín 758,08-11-19,15:13:22,4,28,11,green,77
8,Sarmiento 641,08-11-19,15:13:10,6,22,8,green,63
11,San Martín 658,08-11-19,15:11:51,7,30,14,green,167
15,General Pinto 631,08-11-19,15:13:07,6,25,13,green,77
17,Belgrano 660,08-11-19,15:14:47,4,23,17,green,132
20,General Pinto 490,08-11-19,15:15:00,6,24,13,green,89
24,Belgrano 868,08-11-19,15:14:47,2,18,9,green,76
31,Sarmiento 351,08-11-19,15:14:07,2,18,8,green,57
33,Sarmiento 755,08-11-19,15:14:14,12,32,13,green,128
34,Sarmiento 849,08-11-19,15:11:38,6,24,13,green,95
35,Sarmiento 945,08-11-19,15:15:04,3,18,11,green,73
43,Mitre 648,08-11-19,15:13:50,6,20,10,green,96
45,Alem 480,08-11-19,15:10:14,4,29,13,green,184
46,Alem 556,08-11-19,15:13:46,7,24,13,green,109
51,Chacabuco 562,08-11-19,15:12:14,5,21,14,green,88
52,Chacabuco 646,08-11-19,15:14:09,6,21,10,green,80
56,Yrigoyen 557,08-11-19,15:14:07,9,26,13,green,93
58,Yrigoyen 847,08-11-19,15:11:36,3,24,15,green,101
60,Fuerte Independencia 349,08-11-19,15:15:03,2,44,12,green,87
63,9 de Julio 843,08-11-19,15:10:31,2,14,9,green,77
65,Rodriguez 746,08-11-19,15:12:39,8,23,10,green,111
66,Rodriguez 846,08-11-19,15:13:58,1,16,10,green,78
67,14 de Julio 347,08-11-19,15:11:37,3,20,9,green,53
74,Maipu 653,08-11-19,15:10:16,4,20,10,green,102
89,Av. España 737,08-11-19,15:11:48,5,19,7,green,73
98,Av. España 864,08-11-19,15:10:30,3,,4,green,24
2,General Pinto 545,08-11-19,15:20:12,12,27,15,green,173
5,9 de Julio 441,08-11-19,15:20:10,13,26,20,green,178
9,San Martín 560,08-11-19,15:16:40,8,22,11,green,38
14,Rodriguez 464,08-11-19,15:15:27,3,30,5,green,59
15,General Pinto 631,08-11-19,15:18:26,8,25,13,green,79
19,Sarmiento 543,08-11-19,15:19:37,7,22,15,green,115
21,Belgrano 540,08-11-19,15:20:08,9,29,20,green,173
24,Belgrano 868,08-11-19,15:14:47,1,18,9,green,76
27,General Pinto 843,08-11-19,15:15:32,8,22,13,green,142
33,Sarmiento 755,08-11-19,15:18:21,11,32,13,green,131
34,Sarmiento 849,08-11-19,15:11:38,7,24,13,green,95
36,Mitre 758,08-11-19,15:16:49,2,15,7,green,68
39,Chacabuco 442,08-11-19,15:15:20,1,25,15,green,128
42,Mitre 552,08-11-19,15:20:08,4,19,10,green,79
43,Mitre 648,08-11-19,15:13:50,5,20,10,green,96
45,Alem 480,08-11-19,15:20:06,5,29,13,green,185
46,Alem 556,08-11-19,15:19:36,6,24,13,green,110
47,Alem 658,08-11-19,15:20:06,5,18,11,green,89
55,14 de Julio 467,08-11-19,15:17:11,5,13,7,green,39
56,Yrigoyen 557,08-11-19,15:20:10,7,26,13,green,95
62,9 de Julio 753,08-11-19,15:17:30,7,21,14,green,102
63,9 de Julio 843,08-11-19,15:10:31,1,14,9,green,77
65,Rodriguez 746,08-11-19,15:20:07,7,23,10,green,114
67,14 de Julio 347,08-11-19,15:11:37,2,20,9,green,53
74,Maipu 653,08-11-19,15:15:16,3,20,10,green,103
76,Maipu 741,08-11-19,15:20:10,3,24,17,green,99
82,General Paz 647,08-11-19,15:18:24,2,34,10,green,84
83,General Paz 739,08-11-19,15:20:11,4,18,7,green,45
2,General Pinto 545,08-11-19,15:20:17,11,27,15,green,174
4,Rodriguez 552,08-11-19,15:20:29,6,28,12,green,119
5,9 de Julio 441,08-11-19,15:24:26,11,26,20,green,180
7,San Martín 758,08-11-19,15:20:04,3,28,11,green,78
15,General Pinto 631,08-11-19,15:20:38,7,25,13,green,80
17,Belgrano 660,08-11-19,15:20:17,5,23,17,green,133
20,General Pinto 490,08-11-19,15:24:24,7,24,13,green,90
23,Belgrano 364,08-11-19,15:21:35,1,17,6,green,39
33,Sarmiento 755,08-11-19,15:20:27,10,32,13,green,131
42,Mitre 552,08-11-19,15:20:08,3,19,10,green,79
45,Alem 480,08-11-19,15:22:47,6,29,13,green,186
47,Alem 658,08-11-19,15:23:19,6,18,11,green,90
48,Alem 770,08-11-19,15:20:40,3,17,9,green,78
54,Chacabuco 852,08-11-19,15:22:57,4,23,10,green,61
55,14 de Julio 467,08-11-19,15:24:46,4,13,7,green,40
56,Yrigoyen 557,08-11-19,15:21:40,8,26,13,green,96
57,Yrigoyen 753,08-11-19,15:20:11,1,24,12,green,95
58,Yrigoyen 847,08-11-19,15:20:53,4,24,15,green,102
59,Yrigoyen 655,08-11-19,09:35:38,3,48,4,red,4
64,Rodriguez 348,08-11-19,15:21:37,0,17,7,green,64
65,Rodriguez 746,08-11-19,15:20:18,9,23,10,green,115
67,14 de Julio 347,08-11-19,15:25:12,1,20,9,green,54
68,14 de Julio 557,08-11-19,15:20:32,1,13,9,green,63
80,General Paz 447,08-11-19,15:21:11,6,36,15,green,113
89,Av. España 737,08-11-19,15:20:33,4,19,7,green,74
95,Av. España 526,08-11-19,15:22:12,0,,3,green,37
2,General Pinto 545,08-11-19,15:27:27,10,27,15,green,175
3,San Martín 452,08-11-19,15:20:31,3,19,10,green,58
6,General Pinto 759,08-11-19,15:28:24,4,30,14,green,160
7,San Martín 758,08-11-19,15:30:09,2,28,11,green,79
10,Rodriguez 654,08-11-19,15:26:51,5,24,10,green,67
14,Rodriguez 464,08-11-19,15:29:05,1,30,5,green,61
19,Sarmiento 543,08-11-19,15:28:14,6,22,15,green,118
20,General Pinto 490,08-11-19,15:27:39,9,24,13,green,92
30,San Martín 944,08-11-19,15:29:55,2,24,13,green,69
34,Sarmiento 849,08-11-19,15:30:10,6,24,13,green,95
38,Mitre 948,08-11-19,15:28:18,5,20,7,green,58
41,Mitre 446,08-11-19,15:28:17,3,16,8,green,35
42,Mitre 552,08-11-19,15:27:48,4,19,10,green,80
45,Alem 480,08-11-19,15:30:04,5,29,13,green,187
49,Alem 852,08-11-19,15:27:35,5,12,6,green,51
55,14 de Julio 467,08-11-19,15:28:55,3,13,7,green,41
57,Yrigoyen 753,08-11-19,15:26:27,2,24,12,green,96
61,Chacabuco 357,08-11-19,15:27:35,5,22,14,green,102
62,9 de Julio 753,08-11-19,15:26:43,6,21,14,green,103
65,Rodriguez 746,08-11-19,15:28:13,8,23,10,green,118
66,Rodriguez 846,08-11-19,15:25:19,2,16,10,green,79
67,14 de Julio 347,08-11-19,15:25:12,2,20,9,green,54
80,General Paz 447,08-11-19,15:30:12,8,36,15,green,117
90,Av. España 843,08-11-19,15:26:24,3,15,4,green,36
99,Av. España 970,08-11-19,15:30:11,1,,5,green,28
2,General Pinto 545,08-11-19,15:31:16,8,27,15,green,176
3,San Martín 452,08-11-19,15:34:03,4,19,10,green,59
5,9 de Julio 441,08-11-19,15:34:23,9,26,20,green,184
7,San Martín 758,08-11-19,15:30:28,3,28,11,green,80
10,Rodriguez 654,08-11-19,15:33:31,8,24,10,green,78
15,General Pinto 631,08-11-19,15:35:08,6,25,13,green,84
17,Belgrano 660,08-11-19,15:33:48,4,23,17,green,134
19,Sarmiento 543,08-11-19,15:33:03,5,22,15,green,119
20,General Pinto 490,08-11-19,15:30:35,8,24,13,green,93
22,Belgrano 768,08-11-19,15:34:46,3,35,18,green,143
27,General Pinto 843,08-11-19,15:30:29,7,22,13,green,143
28,General Pinto 945,08-11-19,15:30:25,1,12,10,green,77
32,Sarmiento 453,08-11-19,15:31:43,5,27,14,green,101
35,Sarmiento 945,08-11-19,15:34:48,2,18,11,green,74
44,Alem 362,08-11-19,15:31:18,3,26,15,green,117
47,Alem 658,08-11-19,15:32:52,5,18,11,green,91
52,Chacabuco 646,08-11-19,15:30:58,5,21,10,green,82
54,Chacabuco 852,08-11-19,15:30:28,3,23,10,green,61
55,14 de Julio 467,08-11-19,15:33:15,4,13,7,green,42
56,Yrigoyen 557,08-11-19,15:32:59,7,26,13,green,99
65,Rodriguez 746,08-11-19,15:31:00,7,23,10,green,119
67,14 de Julio 347,08-11-19,15:33:24,1,20,9,green,55
73,Maipu 547,08-11-19,15:30:57,2,21,13,green,68
80,General Paz 447,08-11-19,15:33:15,6,36,15,green,118
82,General Paz 647,08-11-19,15:33:39,4,34,10,green,86
83,General Paz 739,08-11-19,15:34:03,5,18,7,green,46
84,General Paz 845,08-11-19,15:30:50,2,18,10,green,65
97,Av. España 774,08-11-19,15:32:01,4,,7,green,47
98,Av. España 864,08-11-19,15:32:40,2,,4,green,25
5,9 de Julio 441,08-11-19,15:36:34,8,26,20,green,185
7,San Martín 758,08-11-19,15:38:27,2,28,11,green,81
10,Rodriguez 654,08-11-19,15:39:32,6,24,10,green,80
11,San Martín 658,08-11-19,15:40:11,9,30,14,green,178
15,General Pinto 631,08-11-19,15:35:19,7,25,13,green,85
16,San Martín 852,08-11-19,15:36:47,3,32,10,green,92
27,General Pinto 843,08-11-19,15:40:11,6,22,13,green,145
33,Sarmiento 755,08-11-19,15:36:29,11,32,13,green,135
34,Sarmiento 849,08-11-19,15:40:12,5,24,13,green,101
35,Sarmiento 945,08-11-19,15:40:12,3,18,11,green,77
41,Mitre 446,08-11-19,15:35:07,2,16,8,green,36
45,Alem 480,08-11-19,15:40:06,6,29,13,green,188
47,Alem 658,08-11-19,15:40:06,4,18,11,green,91
57,Yrigoyen 753,08-11-19,15:40:10,3,24,12,green,97
63,9 de Julio 843,08-11-19,15:36:24,2,14,9,green,78
75,Maipu 333,08-11-19,15:35:23,8,31,10,green,101
76,Maipu 741,08-11-19,15:35:06,2,24,17,green,100
80,General Paz 447,08-11-19,15:37:25,7,36,15,green,119
82,General Paz 647,08-11-19,15:35:42,6,34,10,green,88
96,Av. España 624,08-11-19,15:38:12,3,,5,green,32
97,Av. España 774,08-11-19,15:37:46,5,,7,green,48
2,General Pinto 545,08-11-19,15:40:49,7,27,15,green,177
6,General Pinto 759,08-11-19,15:40:28,3,30,14,green,161
7,San Martín 758,08-11-19,15:44:42,4,28,11,green,83
11,San Martín 658,08-11-19,15:44:23,8,30,14,green,181
15,General Pinto 631,08-11-19,15:43:57,5,25,13,green,86
17,Belgrano 660,08-11-19,15:43:40,2,23,17,green,138
19,Sarmiento 543,08-11-19,15:45:12,4,22,15,green,121
20,General Pinto 490,08-11-19,15:43:44,7,24,13,green,94
22,Belgrano 768,08-11-19,15:43:06,2,35,18,green,144
32,Sarmiento 453,08-11-19,15:44:04,6,27,14,green,102
33,Sarmiento 755,08-11-19,15:43:37,10,32,13,green,138
34,Sarmiento 849,08-11-19,15:42:29,4,24,13,green,103
38,Mitre 948,08-11-19,15:42:39,6,20,7,green,59
46,Alem 556,08-11-19,15:42:28,7,24,13,green,115
48,Alem 770,08-11-19,15:41:40,4,17,9,green,82
53,Chacabuco 752,08-11-19,15:41:56,7,21,9,green,66
55,14 de Julio 467,08-11-19,15:44:43,3,13,7,green,43
56,Yrigoyen 557,08-11-19,15:41:31,8,26,13,green,100
61,Chacabuco 357,08-11-19,15:42:40,6,22,14,green,104
62,9 de Julio 753,08-11-19,15:42:40,5,21,14,green,106
65,Rodriguez 746,08-11-19,15:42:07,5,23,10,green,120
67,14 de Julio 347,08-11-19,15:40:28,2,20,9,green,55
75,Maipu 333,08-11-19,15:40:26,7,31,10,green,101
82,General Paz 647,08-11-19,15:43:16,7,34,10,green,89
83,General Paz 739,08-11-19,15:40:32,4,18,7,green,46
84,General Paz 845,08-11-19,15:42:34,3,18,10,green,66
88,Av. España 647,08-11-19,15:41:21,1,11,3,green,37
90,Av. España 843,08-11-19,15:42:47,2,15,4,green,37
4,Rodriguez 552,08-11-19,15:40:25,5,28,12,green,119
5,9 de Julio 441,08-11-19,15:50:10,10,26,20,green,188
7,San Martín 758,08-11-19,15:50:09,5,28,11,green,85
15,General Pinto 631,08-11-19,15:47:51,7,25,13,green,88
17,Belgrano 660,08-11-19,15:46:25,3,23,17,green,139
19,Sarmiento 543,08-11-19,15:45:12,3,22,15,green,121
22,Belgrano 768,08-11-19,15:49:18,4,35,18,green,149
27,General Pinto 843,08-11-19,15:50:11,7,22,13,green,149
28,General Pinto 945,08-11-19,15:46:54,2,12,10,green,78
30,San Martín 944,08-11-19,15:46:42,3,24,13,green,70
33,Sarmiento 755,08-11-19,15:47:52,11,32,13,green,140
38,Mitre 948,08-11-19,15:47:01,5,20,7,green,60
42,Mitre 552,08-11-19,15:45:06,5,19,10,green,82
43,Mitre 648,08-11-19,15:40:30,4,20,10,green,96
44,Alem 362,08-11-19,15:40:29,2,26,15,green,117
53,Chacabuco 752,08-11-19,15:46:38,5,21,9,green,68
55,14 de Julio 467,08-11-19,15:49:52,2,13,7,green,48
56,Yrigoyen 557,08-11-19,15:50:13,7,26,13,green,101
57,Yrigoyen 753,08-11-19,15:50:12,2,24,12,green,98
58,Yrigoyen 847,08-11-19,15:47:01,3,24,15,green,103
