id_cuadra,direccion,fecha,tiempo,ocupacion,lugares_cuadra,ocupacion_max,dispon_parq,altas_bajas(dia)
10,Rodriguez 654,08-11-19,13:59:08,4,24,10,green,56
11,San Martín 658,08-11-19,14:00:07,8,30,14,green,132
12,Belgrano 480,08-11-19,13:55:57,5,25,13,green,89
19,Sarmiento 543,08-11-19,13:59:08,13,22,15,green,96
20,General Pinto 490,08-11-19,13:58:47,8,24,13,green,78
21,Belgrano 540,08-11-19,14:00:04,15,29,20,green,145
27,General Pinto 843,08-11-19,13:55:19,8,22,13,green,114
29,San Martín 364,08-11-19,13:59:41,7,19,10,green,66
32,Sarmiento 453,08-11-19,13:56:02,5,27,14,green,86
39,Chacabuco 442,08-11-19,14:00:08,7,25,15,green,105
43,Mitre 648,08-11-19,13:56:51,6,20,10,green,77
45,Alem 480,08-11-19,14:00:07,6,29,13,green,164
48,Alem 770,08-11-19,13:59:54,6,17,9,green,66
49,Alem 852,08-11-19,13:59:18,3,12,5,green,43
51,Chacabuco 562,08-11-19,13:56:00,8,21,14,green,77
55,14 de Julio 467,08-11-19,13:50:26,5,13,7,green,33
56,Yrigoyen 557,08-11-19,13:58:02,9,26,11,green,75
57,Yrigoyen 753,08-11-19,13:59:45,5,24,12,green,82
58,Yrigoyen 847,08-11-19,13:58:56,4,24,15,green,94
61,Chacabuco 357,08-11-19,13:56:39,11,22,14,green,82
63,9 de Julio 843,08-11-19,13:58:04,5,14,9,green,71
64,Rodriguez 348,08-11-19,13:58:37,1,17,7,green,50
65,Rodriguez 746,08-11-19,13:58:52,7,23,10,green,82
72,Maipu 453,08-11-19,13:58:11,5,33,11,green,63
74,Maipu 653,08-11-19,13:57:53,7,20,10,green,88
75,Maipu 333,08-11-19,13:59:41,9,31,10,green,87
76,Maipu 741,08-11-19,13:57:42,4,24,17,green,92
81,General Paz 547,08-11-19,13:57:56,1,17,8,green,46
84,General Paz 845,08-11-19,13:56:24,0,18,10,green,59
86,Av. España 481,08-11-19,14:00:07,3,10,4,green,31
2,General Pinto 545,08-11-19,14:04:34,13,27,15,green,147
3,San Martín 452,08-11-19,14:01:37,4,19,10,green,46
5,9 de Julio 441,08-11-19,14:04:45,17,26,20,green,144
6,General Pinto 759,08-11-19,14:02:46,14,30,14,green,133
7,San Martín 758,08-11-19,14:03:52,8,28,8,green,57
8,Sarmiento 641,08-11-19,14:01:40,5,22,8,green,54
11,San Martín 658,08-11-19,14:04:28,7,30,14,green,133
15,General Pinto 631,08-11-19,14:04:24,4,25,13,green,61
16,San Martín 852,08-11-19,14:02:59,3,32,10,green,83
19,Sarmiento 543,08-11-19,14:04:36,12,22,15,green,97
21,Belgrano 540,08-11-19,14:02:36,16,29,20,green,152
22,Belgrano 768,08-11-19,14:01:29,6,35,18,green,115
23,Belgrano 364,08-11-19,14:03:50,1,17,6,green,36
24,Belgrano 868,08-11-19,14:01:52,5,18,9,green,65
27,General Pinto 843,08-11-19,14:00:27,9,22,13,green,114
29,San Martín 364,08-11-19,14:03:00,5,19,10,green,68
30,San Martín 944,08-11-19,14:02:52,1,24,13,green,68
32,Sarmiento 453,08-11-19,14:01:39,4,27,14,green,87
34,Sarmiento 849,08-11-19,14:03:45,5,24,13,green,80
38,Mitre 948,08-11-19,14:00:36,1,20,7,green,52
39,Chacabuco 442,08-11-19,14:03:00,9,25,15,green,111
41,Mitre 446,08-11-19,14:04:36,3,16,8,green,30
42,Mitre 552,08-11-19,14:02:11,6,19,10,green,70
43,Mitre 648,08-11-19,14:03:29,5,20,10,green,78
44,Alem 362,08-11-19,14:04:16,8,26,15,green,100
45,Alem 480,08-11-19,14:04:27,5,29,13,green,166
46,Alem 556,08-11-19,14:02:17,9,24,13,green,95
47,Alem 658,08-11-19,14:00:58,6,18,11,green,68
48,Alem 770,08-11-19,14:00:14,5,17,9,green,66
51,Chacabuco 562,08-11-19,14:01:46,9,21,14,green,78
53,Chacabuco 752,08-11-19,14:04:57,6,21,8,green,56
56,Yrigoyen 557,08-11-19,14:04:40,11,26,11,green,78
58,Yrigoyen 847,08-11-19,14:00:34,5,24,15,green,95
61,Chacabuco 357,08-11-19,14:04:38,12,22,14,green,84
62,9 de Julio 753,08-11-19,14:02:57,7,21,14,green,89
74,Maipu 653,08-11-19,14:00:56,6,20,10,green,89
75,Maipu 333,08-11-19,14:00:11,8,31,10,green,87
76,Maipu 741,08-11-19,14:00:31,3,24,17,green,92
80,General Paz 447,08-11-19,14:00:25,10,36,15,green,101
2,General Pinto 545,08-11-19,14:06:54,14,27,15,green,148
4,Rodriguez 552,08-11-19,14:10:06,12,28,12,green,93
6,General Pinto 759,08-11-19,14:02:46,12,30,14,green,133
8,Sarmiento 641,08-11-19,14:06:16,6,22,8,green,56
11,San Martín 658,08-11-19,14:10:05,11,30,14,green,137
15,General Pinto 631,08-11-19,14:06:11,5,25,13,green,62
20,General Pinto 490,08-11-19,14:05:28,7,24,13,green,79
21,Belgrano 540,08-11-19,14:10:08,17,29,20,green,153
22,Belgrano 768,08-11-19,14:06:58,7,35,18,green,118
24,Belgrano 868,08-11-19,14:01:52,6,18,9,green,65
27,General Pinto 843,08-11-19,14:06:45,8,22,13,green,115
34,Sarmiento 849,08-11-19,14:08:04,4,24,13,green,81
35,Sarmiento 945,08-11-19,14:07:54,0,18,11,green,61
38,Mitre 948,08-11-19,14:05:12,2,20,7,green,53
39,Chacabuco 442,08-11-19,14:05:56,8,25,15,green,112
44,Alem 362,08-11-19,14:09:27,7,26,15,green,101
45,Alem 480,08-11-19,14:10:05,6,29,13,green,169
46,Alem 556,08-11-19,14:07:53,7,24,13,green,97
47,Alem 658,08-11-19,14:10:09,8,18,11,green,70
48,Alem 770,08-11-19,14:10:05,3,17,9,green,68
51,Chacabuco 562,08-11-19,14:06:43,8,21,14,green,79
52,Chacabuco 646,08-11-19,14:07:14,8,21,10,green,68
54,Chacabuco 852,08-11-19,14:07:18,5,23,10,green,53
55,14 de Julio 467,08-11-19,14:08:44,6,13,7,green,34
56,Yrigoyen 557,08-11-19,14:07:46,13,26,13,green,80
61,Chacabuco 357,08-11-19,14:09:06,8,22,14,green,88
64,Rodriguez 348,08-11-19,14:06:27,0,17,7,green,51
65,Rodriguez 746,08-11-19,14:08:16,6,23,10,green,85
67,14 de Julio 347,08-11-19,14:08:55,5,20,9,green,51
68,14 de Julio 557,08-11-19,14:09:51,1,13,9,green,61
70,14 de Julio 767,08-11-19,14:07:58,2,21,7,green,33
76,Maipu 741,08-11-19,14:10:09,4,24,17,green,93
80,General Paz 447,08-11-19,14:08:42,9,36,15,green,102
81,General Paz 547,08-11-19,14:07:24,3,17,8,green,49
84,General Paz 845,08-11-19,14:07:23,1,18,10,green,60
89,Av. España 737,08-11-19,14:07:40,1,19,7,green,66
90,Av. España 843,08-11-19,14:07:14,4,15,4,green,30
91,Av. España 957,08-11-19,14:10:07,4,13,4,green,38
2,General Pinto 545,08-11-19,14:13:27,15,27,15,green,149
3,San Martín 452,08-11-19,14:13:39,3,19,10,green,47
4,Rodriguez 552,08-11-19,14:13:20,9,28,12,green,96
6,General Pinto 759,08-11-19,14:15:08,11,30,14,green,137
7,San Martín 758,08-11-19,14:13:03,7,28,8,green,58
9,San Martín 560,08-11-19,14:14:14,9,22,11,green,32
11,San Martín 658,08-11-19,14:15:04,10,30,14,green,138
14,Rodriguez 464,08-11-19,14:13:19,3,30,5,green,53
20,General Pinto 490,08-11-19,14:14:05,6,24,13,green,80
22,Belgrano 768,08-11-19,14:10:43,6,35,18,green,119
24,Belgrano 868,08-11-19,14:13:29,7,18,9,green,66
27,General Pinto 843,08-11-19,14:13:51,7,22,13,green,117
28,General Pinto 945,08-11-19,14:11:32,4,12,10,green,69
32,Sarmiento 453,08-11-19,14:11:46,5,27,14,green,90
33,Sarmiento 755,08-11-19,14:13:40,7,32,13,green,111
34,Sarmiento 849,08-11-19,14:13:44,3,24,13,green,82
36,Mitre 758,08-11-19,14:10:24,3,15,7,green,61
37,Mitre 846,08-11-19,14:14:01,2,20,7,green,56
38,Mitre 948,08-11-19,14:13:40,3,20,7,green,54
40,Mitre 348,08-11-19,14:14:19,4,22,8,green,49
42,Mitre 552,08-11-19,14:10:28,5,19,10,green,71
44,Alem 362,08-11-19,14:13:45,9,26,15,green,103
45,Alem 480,08-11-19,14:12:56,4,29,13,green,170
46,Alem 556,08-11-19,14:13:49,6,24,13,green,99
47,Alem 658,08-11-19,14:15:07,7,18,11,green,73
49,Alem 852,08-11-19,14:10:51,4,12,5,green,44
51,Chacabuco 562,08-11-19,14:10:44,7,21,14,green,80
52,Chacabuco 646,08-11-19,14:13:49,6,21,10,green,69
53,Chacabuco 752,08-11-19,14:11:39,7,21,8,green,57
56,Yrigoyen 557,08-11-19,14:10:18,12,26,13,green,81
58,Yrigoyen 847,08-11-19,14:11:46,4,24,15,green,96
59,Yrigoyen 655,08-11-19,09:35:38,4,48,4,red,4
61,Chacabuco 357,08-11-19,14:11:49,10,22,14,green,90
65,Rodriguez 746,08-11-19,14:13:39,5,23,10,green,88
66,Rodriguez 846,08-11-19,14:10:53,5,16,10,green,68
69,14 de Julio 657,08-11-19,14:10:42,3,10,6,green,24
72,Maipu 453,08-11-19,14:11:00,4,33,11,green,64
83,General Paz 739,08-11-19,14:14:17,2,18,7,green,42
84,General Paz 845,08-11-19,14:11:04,0,18,10,green,61
91,Av. España 957,08-11-19,14:11:18,3,13,4,green,39
2,General Pinto 545,08-11-19,14:19:14,12,27,15,green,152
5,9 de Julio 441,08-11-19,14:20:06,16,26,20,green,150
6,General Pinto 759,08-11-19,14:15:08,9,30,14,green,137
8,Sarmiento 641,08-11-19,14:17:22,5,22,8,green,57
12,Belgrano 480,08-11-19,14:18:33,6,25,13,green,92
14,Rodriguez 464,08-11-19,14:18:52,4,30,5,green,54
19,Sarmiento 543,08-11-19,14:20:00,11,22,15,green,102
22,Belgrano 768,08-11-19,14:18:28,8,35,18,green,122
23,Belgrano 364,08-11-19,14:20:08,0,17,6,green,37
24,Belgrano 868,08-11-19,14:18:52,6,18,9,green,67
27,General Pinto 843,08-11-19,14:19:11,8,22,13,green,118
31,Sarmiento 351,08-11-19,14:20:07,1,18,8,green,50
33,Sarmiento 755,08-11-19,14:17:41,8,32,13,green,112
36,Mitre 758,08-11-19,14:15:30,4,15,7,green,62
37,Mitre 846,08-11-19,14:20:07,3,20,7,green,59
40,Mitre 348,08-11-19,14:16:42,3,22,8,green,50
43,Mitre 648,08-11-19,14:15:44,4,20,10,green,83
44,Alem 362,08-11-19,14:17:25,8,26,15,green,104
45,Alem 480,08-11-19,14:20:06,5,29,13,green,174
46,Alem 556,08-11-19,14:16:06,7,24,13,green,101
47,Alem 658,08-11-19,14:17:10,8,18,11,green,77
49,Alem 852,08-11-19,14:19:55,2,12,5,green,46
54,Chacabuco 852,08-11-19,14:20:01,3,23,10,green,55
55,14 de Julio 467,08-11-19,14:10:26,5,13,7,green,34
56,Yrigoyen 557,08-11-19,14:19:45,11,26,13,green,82
57,Yrigoyen 753,08-11-19,14:16:02,4,24,12,green,86
59,Yrigoyen 655,08-11-19,09:35:38,3,48,4,red,4
62,9 de Julio 753,08-11-19,14:16:36,8,21,14,green,92
64,Rodriguez 348,08-11-19,14:18:24,3,17,7,green,56
66,Rodriguez 846,08-11-19,14:18:38,2,16,10,green,73
68,14 de Julio 557,08-11-19,14:10:16,2,13,9,green,61
73,Maipu 547,08-11-19,14:19:44,3,21,13,green,64
80,General Paz 447,08-11-19,14:18:06,8,36,15,green,103
82,General Paz 647,08-11-19,14:16:26,3,34,10,green,70
90,Av. España 843,08-11-19,14:19:02,3,15,4,green,31
2,General Pinto 545,08-11-19,14:24:42,14,27,15,green,154
4,Rodriguez 552,08-11-19,14:23:36,7,28,12,green,102
5,9 de Julio 441,08-11-19,14:25:06,18,26,20,green,153
7,San Martín 758,08-11-19,14:24:29,5,28,8,green,63
9,San Martín 560,08-11-19,14:21:34,10,22,11,green,33
11,San Martín 658,08-11-19,14:23:25,13,30,14,green,146
12,Belgrano 480,08-11-19,14:22:53,5,25,13,green,93
14,Rodriguez 464,08-11-19,14:21:14,3,30,5,green,54
17,Belgrano 660,08-11-19,14:21:52,8,23,17,green,114
20,General Pinto 490,08-11-19,14:22:40,5,24,13,green,82
21,Belgrano 540,08-11-19,14:25:01,18,29,20,green,159
24,Belgrano 868,08-11-19,14:20:38,5,18,9,green,67
25,Belgrano 958,08-11-19,14:24:48,2,13,4,green,25
27,General Pinto 843,08-11-19,14:22:43,5,22,13,green,122
34,Sarmiento 849,08-11-19,14:24:59,4,24,13,green,85
37,Mitre 846,08-11-19,14:20:11,2,20,7,green,59
41,Mitre 446,08-11-19,14:24:49,2,16,8,green,31
42,Mitre 552,08-11-19,14:22:19,4,19,10,green,72
43,Mitre 648,08-11-19,14:22:29,5,20,10,green,84
44,Alem 362,08-11-19,14:24:04,6,26,15,green,106
45,Alem 480,08-11-19,14:24:58,6,29,13,green,176
46,Alem 556,08-11-19,14:21:19,9,24,13,green,103
47,Alem 658,08-11-19,14:22:07,7,18,11,green,78
53,Chacabuco 752,08-11-19,14:24:02,8,21,8,green,58
55,14 de Julio 467,08-11-19,14:20:25,4,13,7,green,34
57,Yrigoyen 753,08-11-19,14:24:42,3,24,12,green,90
58,Yrigoyen 847,08-11-19,14:24:05,2,24,15,green,98
63,9 de Julio 843,08-11-19,14:20:18,4,14,9,green,72
64,Rodriguez 348,08-11-19,14:22:53,4,17,7,green,58
65,Rodriguez 746,08-11-19,14:25:03,6,23,10,green,92
66,Rodriguez 846,08-11-19,14:21:46,3,16,10,green,74
67,14 de Julio 347,08-11-19,14:20:28,4,20,9,green,51
70,14 de Julio 767,08-11-19,14:20:36,1,21,7,green,34
72,Maipu 453,08-11-19,14:23:08,3,33,11,green,66
74,Maipu 653,08-11-19,14:23:58,7,20,10,green,92
75,Maipu 333,08-11-19,14:24:26,7,31,10,green,90
80,General Paz 447,08-11-19,14:22:38,7,36,15,green,104
81,General Paz 547,08-11-19,14:22:39,2,17,8,green,50
86,Av. España 481,08-11-19,14:21:40,2,10,4,green,32
88,Av. España 647,08-11-19,14:22:08,1,11,3,green,35
97,Av. España 774,08-11-19,14:23:14,4,,7,green,40
98,Av. España 864,08-11-19,14:20:12,2,,4,green,23
4,Rodriguez 552,08-11-19,14:26:11,8,28,12,green,103
5,9 de Julio 441,08-11-19,14:30:05,17,26,20,green,156
6,General Pinto 759,08-11-19,14:24:15,8,30,14,green,142
7,San Martín 758,08-11-19,14:30:03,6,28,8,green,64
9,San Martín 560,08-11-19,14:27:01,11,22,11,green,34
11,San Martín 658,08-11-19,14:28:16,12,30,14,green,149
16,San Martín 852,08-11-19,14:27:10,2,32,10,green,87
19,Sarmiento 543,08-11-19,14:25:57,10,22,15,green,108
20,General Pinto 490,08-11-19,14:22:40,4,24,13,green,82
21,Belgrano 540,08-11-19,14:30:06,14,29,20,green,163
22,Belgrano 768,08-11-19,14:29:30,7,35,18,green,124
24,Belgrano 868,08-11-19,14:20:38,4,18,9,green,67
28,General Pinto 945,08-11-19,14:30:06,3,12,10,green,72
32,Sarmiento 453,08-11-19,14:25:05,4,27,14,green,91
33,Sarmiento 755,08-11-19,14:30:02,10,32,13,green,114
34,Sarmiento 849,08-11-19,14:29:20,5,24,13,green,86
41,Mitre 446,08-11-19,14:25:30,1,16,8,green,32
43,Mitre 648,08-11-19,14:25:54,6,20,10,green,85
47,Alem 658,08-11-19,14:27:18,6,18,11,green,79
48,Alem 770,08-11-19,14:28:16,4,17,9,green,71
49,Alem 852,08-11-19,14:27:12,3,12,5,green,47
51,Chacabuco 562,08-11-19,14:25:21,6,21,14,green,81
52,Chacabuco 646,08-11-19,14:26:49,5,21,10,green,70
54,Chacabuco 852,08-11-19,14:29:37,2,23,10,green,56
61,Chacabuco 357,08-11-19,14:29:53,9,22,14,green,93
62,9 de Julio 753,08-11-19,14:28:24,9,21,14,green,93
63,9 de Julio 843,08-11-19,14:28:40,3,14,9,green,73
65,Rodriguez 746,08-11-19,14:28:01,8,23,10,green,94
69,14 de Julio 657,08-11-19,14:26:27,4,10,6,green,25
80,General Paz 447,08-11-19,14:25:36,8,36,15,green,105
81,General Paz 547,08-11-19,14:27:22,0,17,8,green,52
94,Av. España 436,08-11-19,14:26:59,0,,2,green,16
97,Av. España 774,08-11-19,14:27:37,5,,7,green,41
6,General Pinto 759,08-11-19,14:31:21,10,30,14,green,144
7,San Martín 758,08-11-19,14:30:44,7,28,8,green,65
8,Sarmiento 641,08-11-19,14:31:56,4,22,8,green,58
10,Rodriguez 654,08-11-19,14:33:07,5,24,10,green,61
11,San Martín 658,08-11-19,14:32:22,11,30,14,green,152
12,Belgrano 480,08-11-19,14:30:37,4,25,13,green,94
15,General Pinto 631,08-11-19,14:30:22,6,25,13,green,65
20,General Pinto 490,08-11-19,14:30:43,5,24,13,green,83
24,Belgrano 868,08-11-19,14:33:35,5,18,9,green,68
25,Belgrano 958,08-11-19,14:30:26,1,13,4,green,26
27,General Pinto 843,08-11-19,14:32:18,9,22,13,green,127
28,General Pinto 945,08-11-19,14:34:44,2,12,10,green,73
29,San Martín 364,08-11-19,14:30:46,4,19,10,green,69
31,Sarmiento 351,08-11-19,14:32:24,0,18,8,green,51
34,Sarmiento 849,08-11-19,14:32:58,4,24,13,green,87
35,Sarmiento 945,08-11-19,14:30:34,1,18,11,green,65
36,Mitre 758,08-11-19,14:34:35,3,15,7,green,67
